PUMA,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Proportion of jobs for ages 29 and younger,Proportion of jobs for ages 30 to 54,Proportion of jobs for ages 55 and older,Proportion of jobs paying 1250 a month or less,Proportion of jobs paying 1251 to 3333 a month or less,Proportion of jobs paying more than 3333 a month,Proportion of agriculture jobs,Proportion of extraction jobs,Proportion of utilities jobs,Proportion of construction jobs,Proportion of manufacturing jobs,Proportion of wholesale trade jobs,Proportion of retail trade jobs,Proportion of transportation jobs,Proportion of information jobs,Proportion of finance jobs,Proportion of real estate jobs,Proportion of professional jobs,Proportion of management jobs,Proportion of support/administrative jobs,Proportion of educational jobs,Proportion of health jobs,Proportion of entertainment jobs,Proportion of hospitality jobs,Proportion of other services jobs,Proportion of public administration jobs,Proportion of jobs with less than high school education,"Proportion of jobs with high school education, no college",Proportion of jobs with some college or associate degree,Proportion of jobs with bachelor's degree or advanced degree
0102701,69828,15835,37460,16533,16021,24076,29731,50,69,766,2282,6845,3238,8218,4977,1405,1664,1227,3377,1147,6412,3853,11523,407,6324,2122,3922,7015,16178,18012,12788,0.22677149567508736,0.5364610185026064,0.23676748582230625,0.22943518359397377,0.34479005556510284,0.4257747608409234,0.0007160451394855932,0.0009881422924901185,0.010969811536919288,0.03268030016612247,0.0980265795955777,0.046371083233087015,0.1176891791258521,0.07127513318439595,0.02012086841954517,0.02382998224208054,0.017571747722976455,0.048361688720856964,0.016426075499799506,0.09182562868763247,0.05517843844875981,0.1650197628458498,0.005828607435412729,0.09056538924213782,0.030388955719768573,0.05616658074124993,0.12992424943974218,0.29963143370436907,0.33359879984442425,0.23684551701146445
0102702,50931,12481,27478,10972,13720,18781,18430,7,1,46,2422,458,1668,5004,947,603,3056,1025,4502,163,3948,6875,11728,568,6200,1293,417,4683,10879,12768,10120,0.24505703795330938,0.5395142447625219,0.21542871728416876,0.269384068641888,0.36875380416642123,0.3618621271916907,0.00013744085134790207,1.963440733541458e-05,0.0009031827374290707,0.04755453456637412,0.008992558559619878,0.03275019143547152,0.09825057430641457,0.01859378374663761,0.011839547623254992,0.060002748817026955,0.020125267518799946,0.08839410182403644,0.003200408395672577,0.07751664016021677,0.13498655043097524,0.2302723292297422,0.011152343366515481,0.1217333254795704,0.02538728868469105,0.00818754785886788,0.12179453836150846,0.2829388816644994,0.33206762028608583,0.26319895968790635
0102703,56622,13370,30711,12541,13139,18259,25224,637,292,620,6648,11101,3339,8327,2355,229,716,759,1623,76,3620,4039,2596,538,4615,2374,2118,6180,14393,14074,8605,0.236127300342623,0.5423863515947864,0.22148634806259052,0.2320476140016248,0.3224718307371693,0.4454805552612059,0.011250044152449578,0.005157006110699022,0.01094980749531984,0.11741019391755855,0.19605453710571863,0.05897001165624669,0.14706297905407792,0.041591607502384234,0.004044364381335877,0.0126452615591113,0.013404683691851224,0.028663770265974355,0.0013422344671682384,0.06393274698880294,0.07133269753805942,0.04584790364169404,0.009501607149164636,0.08150542192080816,0.04192716611917629,0.03740595528239907,0.14288356607786923,0.3327707389253676,0.3253953574401184,0.1989503375566448
0400100,31673,9664,16755,5254,8790,12461,10422,237,3,28,2039,267,352,7563,274,178,796,451,1245,108,1614,2263,7300,620,4945,1074,316,3408,5654,7551,5396,0.3051179237836643,0.5289994632652417,0.165882612951094,0.2775234426798851,0.39342657784232626,0.32904997947778863,0.007482713983519086,9.471789852555804e-05,0.0008840337195718751,0.06437659836453762,0.008429892968774666,0.011113566760332145,0.23878382218293184,0.008650901398667634,0.005619928645849777,0.025131815742114736,0.01423925741167556,0.03930792788810659,0.00340984434692009,0.05095822940675023,0.07144886812111262,0.23048021974552457,0.01957503236194866,0.15612666940296152,0.03390900767214978,0.009976951978025448,0.1548457449225317,0.2568949066291063,0.34308691898768684,0.2451724294606752
0400101,25327,6906,12896,5525,6783,9816,8728,343,6,0,2331,398,408,5007,2337,317,679,806,1008,20,2582,1019,3159,374,3739,794,0,2959,5186,6257,4019,0.27267343151577367,0.5091799265605875,0.2181466419236388,0.2678169542385596,0.38757057685474,0.3446124689067004,0.01354285939906029,0.00023690133059580683,0.0,0.09203616693647096,0.015714454929521855,0.016109290480514866,0.1976941603822008,0.09227306826706677,0.012516286966478461,0.026809333912425473,0.03182374541003672,0.03979942354009555,0.0007896711019860229,0.10194653926639555,0.04023374264618786,0.12472855055869231,0.014766849607138626,0.14762901251628696,0.0313499427488451,0.0,0.16063188751967863,0.28152651864719613,0.33966668476195644,0.21817490907116877
0400102,36865,8352,19567,8946,8233,12790,15842,150,22,384,3665,6911,1271,4984,886,106,980,784,1668,257,1326,578,6443,922,4503,1025,0,4517,7643,9609,6744,0.22655635426556353,0.5307744473077445,0.242669198426692,0.2233283602332836,0.3469415434694154,0.42973009629730097,0.004068900040689,0.0005967720059677201,0.010416384104163842,0.0994167909941679,0.18746778787467788,0.03447714634477146,0.13519598535195984,0.024033636240336363,0.00287535602875356,0.0265834802658348,0.021266784212667842,0.04524616845246168,0.006971382069713821,0.035969076359690766,0.015678828156788283,0.1747728197477282,0.02501017225010172,0.12214837922148379,0.027804150278041503,0.0,0.1584189667870796,0.26805316873005297,0.3370041735348788,0.23652369094798864
0400103,63489,14701,35062,13726,14217,21442,27830,34,2,7,4830,2124,2999,5411,748,2066,2860,687,2489,1132,5626,11476,10265,1312,4633,1856,2932,7324,12648,16476,12340,0.23155192238025485,0.5522531462143049,0.2161949314054403,0.22392855455275718,0.3377277953661264,0.4383436500811164,0.0005355258391217376,3.150151994833751e-05,0.00011025531981918128,0.07607617067523507,0.033454614185134436,0.04723652916253209,0.08522736222022713,0.011781568460678227,0.032541070106632645,0.045047173526122634,0.010820772102253934,0.03920364157570603,0.017829860290759027,0.0886137756146734,0.18075572146356061,0.16168155113484226,0.020664997086109405,0.07297327096032384,0.029233410512057207,0.04618122824426279,0.1501188816922194,0.2592440764122325,0.3377059932770353,0.25293104861851273
0400104,36477,10655,17926,7896,10702,14823,10952,52,16,0,1304,247,442,7892,561,562,931,1337,1744,168,3184,1162,9874,1023,4989,985,4,4030,6919,8829,6044,0.29210187241275326,0.49143295775420126,0.21646516983304548,0.2933903555665214,0.4063656550703183,0.3002439893631603,0.0014255558297009074,0.0004386325629848946,0.0,0.03574855388326891,0.00677139019107931,0.012117224552457713,0.21635551169229925,0.015379554239657867,0.015406968774844423,0.025522932258683555,0.036653233544425255,0.04781094936535351,0.004605641911341394,0.08728788003399403,0.03185568988677797,0.27069112043205307,0.0280450694958467,0.13677111604572745,0.027003317158757572,0.00010965814074622365,0.15606846874757957,0.2679498102393308,0.3419177445589033,0.23406397645418636
0400105,55099,15370,29494,10235,13821,20045,21233,98,19,210,7457,2778,1132,6816,332,2260,1212,1345,2459,95,4678,6885,5926,1846,7199,1326,1026,6557,10302,13093,9777,0.27895243107860396,0.5352910216156374,0.18575654730575872,0.25083939817419554,0.36379970598377465,0.3853608958420298,0.0017786166718089258,0.00034483384453438357,0.0038113214395905553,0.1353382094048894,0.050418337900869345,0.020544837474364325,0.12370460443928202,0.0060255177044955446,0.04101707834987931,0.021996769451351206,0.024410606363091888,0.044628759142634165,0.0017241692226719178,0.08490172235430771,0.1249568957694332,0.107551861195303,0.03350333036897221,0.1306557287791067,0.024065772518557505,0.01862102760485671,0.16504316745953837,0.2593068035943517,0.3295577537818722,0.2460922751642377
0400106,54598,12723,30130,11745,11743,17689,25166,3,0,197,1671,4615,962,7242,406,523,4424,803,4828,388,3329,7606,9861,628,4398,1150,1564,5404,10076,13777,12618,0.2330305139382395,0.5518517161800799,0.21511776988168066,0.21508113850324187,0.323986226601707,0.4609326348950511,5.4947067658155975e-05,0.0,0.0036081907762189093,0.03060551668559288,0.08452690574746327,0.017619693029048682,0.13264222132678852,0.007436169823070442,0.009579105461738525,0.08102860910656068,0.014707498443166416,0.08842814755119235,0.0071064874171215065,0.06097292941133375,0.1393091322026448,0.1806110113923587,0.011502252829773985,0.08055240118685666,0.021063042602293126,0.02864573793911865,0.12905074626865673,0.24062089552238805,0.3290029850746269,0.30132537313432833
0400107,41786,9311,23251,9224,8409,11469,21908,74,10,8,3568,8372,1435,4480,568,470,7032,445,1991,552,2030,3860,1708,619,3449,1115,0,4042,7180,10312,10941,0.2228258268319533,0.556430383381994,0.22074378978605275,0.20123964964342125,0.2744699181544058,0.524290432202173,0.001770928062030345,0.00023931460297707367,0.00019145168238165892,0.08538745034221988,0.20035418561240606,0.03434164552721007,0.107212942133729,0.013593069449097784,0.011247786339922463,0.1682860288134782,0.010649499832479778,0.04764753745273537,0.013210166084334465,0.048580864404345954,0.09237543674915043,0.04087493418848418,0.01481357392428086,0.08253960656679271,0.026683578231943714,0.0,0.12446497305619708,0.22109314857582757,0.3175365665896844,0.336905311778291
0400108,94976,21954,54184,18838,16710,29530,48736,28,2,4,7481,15244,3992,13345,2298,4446,6250,1273,8071,1494,10072,4465,4967,1683,7527,1971,363,11047,18085,23878,20012,0.23115313342318058,0.5705020215633423,0.1983448450134771,0.1759391846361186,0.310920653638814,0.5131401617250674,0.00029481132075471697,2.1057951482479785e-05,4.211590296495957e-05,0.07876726752021564,0.16050370619946092,0.04203167115902965,0.14050918126684636,0.02419558625336927,0.046811826145552564,0.06580609838274933,0.013403386118598383,0.08497936320754718,0.015730289757412398,0.1060478436657682,0.04701187668463612,0.05229742250673854,0.01772026617250674,0.07925160040431267,0.020752611185983826,0.0038220181940700807,0.15128317493358165,0.24766508723398428,0.3269973432664129,0.2740543945660212
0400109,171090,41419,93761,35910,32271,57538,81281,42,0,5056,10386,11676,6345,13569,4991,3609,22579,3611,10476,2361,20480,26849,12205,1614,10813,3486,942,18431,31487,41954,37799,0.24208895902741248,0.5480215091472325,0.20988953182535508,0.18862002454848326,0.336302530831726,0.47507744461979073,0.0002454848325442749,0.0,0.02955169793675843,0.06070489216201999,0.06824478344730843,0.03708574434508154,0.07930913554269682,0.02917178093401134,0.021094160967911627,0.13197147700040915,0.021105850721842304,0.06123093108890058,0.013799754515167456,0.11970308025016073,0.15692910164241042,0.07133672336197323,0.009433631422058567,0.06320065462622011,0.02037524110117482,0.005505874101350167,0.14213663810720978,0.24282221930886627,0.32354188677499207,0.2914992558089318
0400110,131599,33857,69231,28511,28248,40575,62776,99,41,112,4399,4844,4635,16363,1332,5694,13677,3875,12967,1406,12868,5023,15701,2511,19145,4979,1928,12927,22844,31746,30225,0.257273991443704,0.5260754261050616,0.21665058245123442,0.21465208702193786,0.30832301157303627,0.47702490140502585,0.000752285351712399,0.00031155251939604407,0.0008510702968867544,0.03342730567861458,0.03680879034035213,0.035220632375625956,0.12433985060676753,0.010121657459403187,0.043267805986367674,0.1039293611653584,0.029445512503894405,0.0985341833904513,0.010683971762703364,0.0977818980387389,0.03816898304698364,0.1193094172448119,0.019080692102523576,0.1454798288740796,0.03783463400177813,0.014650567253550559,0.13225634834564465,0.2337173374803053,0.32479384502056435,0.30923246915348573
0400111,67814,14351,38377,15086,10744,20369,36701,95,92,60,2977,499,2902,4036,270,1935,5938,1389,4121,512,6529,1922,16861,6497,6031,2379,2769,6715,12290,17484,16974,0.21162296870852626,0.5659155926504852,0.22246143864098858,0.15843336184268736,0.30036570619636066,0.541200931960952,0.0014008906715427493,0.0013566520187571888,0.0008847730557112101,0.04389948978087121,0.00735836257999823,0.04279352346123219,0.05951573421417406,0.0039814787507004455,0.028533931046686525,0.08756304008021942,0.020482496239714515,0.06076916270976494,0.007550063408735659,0.09627805467897484,0.028342230217949096,0.2486359748724452,0.09580617571592887,0.0889344383165718,0.03508125165894948,0.040832276521072346,0.12560088285356227,0.22987860763518694,0.32702990853487457,0.31749060097637616
0400112,50156,13012,26936,10208,10594,17546,22016,62,32,7,2782,1457,1127,5389,791,707,2850,1390,4152,3351,4749,1903,6089,2919,8930,1414,55,5424,8864,11974,10882,0.2594305766010049,0.5370444214052157,0.2035250019937794,0.21122099050961002,0.34982853497089084,0.43895047451949915,0.0012361432331126883,0.000638009410638807,0.00013956455857723902,0.055466943137411275,0.029049365978148178,0.022469893930935483,0.10744477231039158,0.01577079511922801,0.01409602041630114,0.05682271313501874,0.027713533774623177,0.0827817210303852,0.06681154797033256,0.09468458409761545,0.03794162213892655,0.12140122816811548,0.05819842092670867,0.17804450115639206,0.02819204083260228,0.0010965786745354494,0.14602627611458108,0.2386388111135042,0.3223670040921818,0.29296790867973294
0400113,49576,11643,25339,12594,13265,17203,19108,3,0,5,936,352,1154,8766,467,435,5036,2088,3135,746,6962,4773,6017,513,6478,1154,556,5132,8837,12020,11944,0.23485154106825884,0.511114248830079,0.2540342101016621,0.2675689849927384,0.3470025818944651,0.3854284331127965,6.051315152493142e-05,0.0,0.00010085525254155236,0.018880103275778604,0.007100209778925287,0.023277392286590287,0.1768194287558496,0.009419880587380991,0.008774406971115055,0.10158141035985153,0.042117153461352266,0.06323624334355334,0.015047603679199613,0.14043085363885752,0.09627642407616589,0.12136921090850411,0.010347748910763272,0.13066806519283525,0.023277392286590287,0.011215104082620622,0.13529117127567025,0.23296338280652729,0.3168744892310126,0.3148709566867899
0400114,27166,6893,14305,5968,6855,10662,9649,82,0,0,2735,638,649,3253,166,296,1185,774,2339,51,3595,2795,3596,298,3469,1244,1,3365,5308,6378,5222,0.25373628800706766,0.5265773393212103,0.219686372671722,0.2523374806743724,0.39247588897887065,0.35518663034675696,0.00301847898107929,0.0,0.0,0.10067731723477877,0.023485238901568138,0.02389015681366414,0.11974526982257233,0.00611057940072149,0.010895972907310609,0.04362070234852389,0.028491496723845985,0.08610027239932268,0.0018773466833541927,0.13233453581682986,0.10288596039166606,0.13237134653611132,0.010969594345873518,0.12769638518736656,0.04579253478612972,3.681071928145476e-05,0.1659843141123662,0.2618260740886894,0.31460563310807477,0.25758397869086963
0400115,64765,13565,37010,14190,11117,21666,31982,30,3,0,4794,2975,2101,8374,172,356,13863,845,4968,940,7428,769,11891,486,3342,822,606,7679,12365,16087,15069,0.20944954836717364,0.5714506291978693,0.21909982243495715,0.17165135489847913,0.33453254072415656,0.49381610437736434,0.0004632131552536092,4.632131552536092e-05,0.0,0.07402146220952675,0.045935304562649576,0.0324403613062611,0.12929823206979077,0.0026557554234540263,0.005496796109009496,0.2140507990426928,0.013047170539643325,0.07670809850999769,0.014514012197946421,0.11469157724079364,0.011873697213000849,0.18360225430402224,0.007504053115108469,0.051601945495252065,0.012692040453948892,0.009356905736122906,0.14998046875,0.24150390625,0.31419921875,0.29431640625
0400116,64597,14117,35015,15465,13394,23351,27852,57,2,0,1455,180,793,7522,230,486,4175,821,4251,1795,12759,9200,13218,351,5147,1818,337,7525,11968,16272,14715,0.21853956066071178,0.5420530365187238,0.2394074028205644,0.20734709042215582,0.3614873755747171,0.43116553400312707,0.0008823939192222549,3.096119014814929e-05,0.0,0.02252426583277861,0.0027865071133334365,0.012276111893741195,0.1164450361471895,0.003560536867037169,0.007523569206000278,0.06463148443426166,0.012709568555815285,0.06580800965989132,0.02778766815796399,0.19751691255011844,0.14242147468148675,0.2046225056891187,0.0054336888710002015,0.0796786228462622,0.028143721844667707,0.005216960539963156,0.1490689381933439,0.23708399366085578,0.32234548335974644,0.29150158478605387
0400117,89811,21915,48628,19268,18751,32010,39050,229,1,14,2846,1338,2790,8333,1162,1589,7422,5591,9832,1768,15046,2844,11646,2205,10781,3700,674,10133,16359,21744,19660,0.2440124260947991,0.5414481522307958,0.21453942167440515,0.2087828885103161,0.3564151384574273,0.43480197303225665,0.0025497990223914664,1.1134493547560989e-05,0.00015588290966585386,0.031688768636358576,0.014897952366636604,0.03106523699769516,0.09278373473182572,0.012938281502265869,0.017692710247074413,0.08264021110999765,0.06225295342441349,0.10947434055961965,0.019685784592087828,0.16752958991660263,0.031666499649263456,0.12967231185489528,0.02455155827237198,0.12004097493625503,0.04119762612597566,0.007504648651056107,0.14924295982090255,0.24094202898550723,0.32025450689289503,0.2895605043006952
0400118,304084,53171,178800,72113,38444,96148,169492,34,1460,6257,13521,14851,13315,5830,20317,5687,21587,8338,20435,3022,26347,7095,51998,6836,19354,8729,49071,34767,60215,86199,69732,0.1748562897094224,0.5879954223175176,0.23714828797306006,0.12642559292826983,0.316188947790742,0.5573854592809881,0.00011181121006037806,0.004801304902592705,0.02057655121611134,0.04446468738901093,0.04883847884137278,0.04378724299864511,0.01917233396035306,0.06681377514107943,0.018702069165099117,0.07099025269333474,0.02742005498480683,0.06720182581128899,0.009938043435366544,0.08664382210178767,0.02333236868759948,0.17099880296233935,0.02248063035213954,0.06364688704436931,0.02870588390050118,0.1613731732021415,0.13856197167942674,0.2399835799659643,0.3435413868552048,0.2779130614994042
0400119,45274,8756,26068,10450,5872,16816,22586,99,1,215,5637,6529,4682,3795,2645,1616,1192,701,2115,186,8502,2171,1415,21,1616,2059,77,7998,9695,11410,7415,0.1934001855369528,0.5757830101161815,0.23081680434686574,0.12969916508371251,0.3714273092724301,0.4988735256438574,0.002186685514865044,2.208773247338428e-05,0.004748862481777621,0.1245085479524672,0.144210805318726,0.10341476344038521,0.08382294473649335,0.05842205239210143,0.035693775676989004,0.026328577108274066,0.015483500463842382,0.04671555418120776,0.0041083182400494765,0.18778990148871316,0.047952467199717276,0.03125414144983876,0.0004638423819410699,0.035693775676989004,0.04547864116269824,0.0017007554004505898,0.21901528013582344,0.2654855139930993,0.31244865545758255,0.2030505504134947
0400120,28895,7573,15587,5735,6153,10554,12188,41,0,0,692,1906,1131,2849,132,965,2489,476,3550,583,2554,663,5231,360,3765,1506,2,3299,5144,6904,5975,0.2620868662398339,0.539435888562035,0.19847724519813117,0.2129434158158851,0.36525350406644747,0.42180308011766743,0.0014189306108323238,0.0,0.0,0.02394878006575532,0.06596296937186365,0.03914172002076484,0.0985983734210071,0.0045682644056065065,0.03339678145007787,0.08613947049662571,0.016473438311126493,0.12285862605987195,0.020176501124762068,0.08838899463575013,0.022945146219069044,0.18103478110399723,0.012458902924381381,0.13029935975082194,0.05211974390032878,6.921612735767434e-05,0.1547228214989213,0.24125316574430167,0.3237970171653691,0.28022699559140796
